id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,availability_2020
18564694,Park Versailles,40.8298,-73.87715,Private room,40,346,2,76,62
25004276,Parkchester,40.83688,-73.85584,Private room,80,308,2,6,0
27782761,Parkchester,40.83581,-73.85864,Private room,65,356,2,3,0
1187643,Port Morris,40.80904,-73.93037,Private room,65,24,2,70,265
13327345,Port Morris,40.80952,-73.93025,Private room,41,201,2,67,164
13430458,Port Morris,40.80842,-73.93136,Private room,33,217,2,70,129
15462051,Port Richmond,40.63135,-74.13023,Private room,79,13,2,21,308
27991020,Prospect Heights,40.67752,-73.96977,Private room,200,9,2,30,349
24964123,Prospect Heights,40.67846,-73.97157,Private room,99,177,2,2,0
5237422,Prospect Heights,40.68093,-73.97182,Private room,135,215,2,79,155
21785354,Prospect Heights,40.67471,-73.96408,Private room,60,294,2,74,64
4767139,Prospect Heights,40.68163,-73.97122,Private room,88,360,2,47,0
20886432,Queens,40.74722,-73.9186,Private room,80,0,2,30,342
9319688,Queens,40.76354,-73.91789,Private room,77,1,2,1,341
26055132,Queens,40.70267,-73.88663,Private room,83,1,2,5,364
21280280,Queens,40.75602,-73.818,Private room,40,3,2,38,0
18331097,Queens,40.75637,-73.81576,Private room,100,5,2,72,0
29184419,Queens,40.74364,-73.90222,Private room,50,6,2,23,336
26076877,Queens,40.69791,-73.85158,Private room,40,6,2,17,354
8703888,Queens,40.7553,-73.88702,Private room,50,6,2,53,358
15483662,Queens,40.74795,-73.91744,Private room,114,7,2,8,163
19247235,Queens,40.75715,-73.81272,Private room,116,7,2,71,360
18507990,Queens,40.75558,-73.90534,Private room,50,9,2,34,0
2889377,Queens,40.75494,-73.81818,Private room,59,9,2,50,170
1571455,Queens,40.74409,-73.89864,Private room,75,9,2,25,365
12523287,Queens,40.71915,-73.84397,Private room,65,9,2,33,365
6077354,Queens,40.72399,-73.87088,Private room,100,10,2,55,357
24403784,Queens,40.70778,-73.90323,Private room,50,11,2,6,2
25126466,Queens,40.70537,-73.88899,Private room,50,11,2,30,350
29157794,Queens,40.73288,-73.87177,Private room,55,12,2,10,0
18120592,Queens,40.75811,-73.81458,Private room,47,12,2,145,0
15483201,Queens,40.74777,-73.91685,Private room,102,13,2,40,356
19713885,Queens,40.75091,-73.89304,Private room,62,14,2,70,346
26918753,Queens,40.76109,-73.88898,Private room,40,15,2,35,95
5895056,Queens,40.754,-73.80701,Private room,47,15,2,40,339
17717799,Queens,40.75708,-73.81268,Private room,51,15,2,140,355
13558030,Queens,40.75061,-73.87576,Private room,45,16,2,71,320
25264902,Queens,40.74689,-73.91652,Private room,70,16,2,41,342
21110494,Queens,40.75898,-73.81448,Private room,45,17,2,82,358
2801300,Queens,40.75611,-73.81957,Private room,75,18,2,57,357
29038655,Queens,40.76696,-73.91108,Private room,55,19,2,11,9
27695755,Queens,40.75375,-73.90037,Private room,57,19,2,26,171
5395679,Queens,40.69829,-73.90771,Private room,65,19,2,148,244
29908325,Queens,40.67903,-73.76535,Private room,83,19,2,2,307
14746873,Queens,40.69621,-73.84532,Private room,67,20,2,9,355
25673769,Queens,40.76,-73.90684,Private room,60,21,2,47,339
29412276,Queens,40.75473,-73.8715,Private room,45,22,2,38,257
2757036,Queens,40.75606,-73.81954,Private room,55,23,2,59,329
5895082,Queens,40.76173,-73.80767,Private room,45,23,2,58,353
19737981,Queens,40.75786,-73.8123,Private room,48,24,2,59,362
11228502,Queens,40.69585,-73.83098,Private room,50,25,2,6,359
2661098,Queens,40.72786,-73.86946,Private room,55,26,2,15,89
15058410,Queens,40.68287,-73.85981,Private room,65,26,2,44,175
20785435,Queens,40.68998,-73.75477,Private room,60,27,2,24,364
3677769,Queens,40.74189,-73.92375,Private room,75,33,2,118,0
28411594,Queens,40.72962,-73.88053,Private room,45,41,2,3,0
15527416,Queens,40.74262,-73.87907,Private room,51,45,2,112,321
20888611,Queens,40.76462,-73.9319,Private room,49,46,2,25,27
3812222,Queens,40.72356,-73.83982,Private room,125,52,2,142,352
848707,Queens,40.76,-73.81117,Private room,60,56,2,19,191
3499016,Queens,40.77902,-73.90768,Private room,100,57,2,2,339
20804915,Queens,40.7623,-73.91645,Private room,100,57,2,38,355
4291200,Queens,40.7269,-73.83952,Private room,95,57,2,47,360
8622301,Queens,40.76914,-73.92118,Private room,120,61,2,273,0
12493291,Queens,40.75069,-73.89476,Private room,60,71,2,29,192
12210448,Queens,40.70707,-73.91384,Private room,120,71,2,182,318
26327565,Queens,40.70479,-73.76357,Private room,45,101,2,38,255
29016907,Queens,40.70459,-73.76271,Private room,45,105,2,17,255
21006224,Queens,40.76124,-73.76178,Private room,59,105,2,81,311
21850427,Queens,40.69946,-73.90833,Private room,60,110,2,112,0
13063023,Queens,40.76437,-73.91304,Private room,36,110,2,39,11
23780896,Queens,40.75204,-73.88902,Private room,70,115,2,3,187
27524646,Queens,40.70134,-73.909,Private room,89,121,2,42,184
21298453,Queens,40.69933,-73.81436,Private room,55,121,2,49,254
4274462,Queens,40.70439,-73.91111,Private room,49,143,2,37,350
10360144,Queens,40.77673,-73.90993,Private room,40,144,2,9,323
24635562,Queens,40.77562,-73.91431,Private room,50,146,2,27,300
28587071,Queens,40.71987,-73.79816,Private room,35,150,2,45,187
22342382,Queens,40.77233,-73.91251,Private room,50,164,2,50,0
8684074,Queens,40.67168,-73.74744,Private room,42,177,2,54,279
27499097,Queens,40.70531,-73.75835,Private room,46,180,2,80,347
22985840,Queens,40.75735,-73.87845,Private room,65,186,2,13,179
14295885,Queens,40.686,-73.7691,Private room,54,188,2,4,158
23901118,Queens,40.6736,-73.82092,Private room,65,191,2,21,176
22061175,Queens,40.69965,-73.74993,Private room,80,191,2,7,364
23466594,Queens,40.75707,-73.81205,Private room,46,192,2,28,177
23000751,Queens,40.74807,-73.73674,Private room,65,192,2,36,236
16324411,Queens,40.76509,-73.8717,Private room,45,194,2,284,158
21647932,Queens,40.74302,-73.90497,Private room,29,196,2,16,202
23483467,Queens,40.75295,-73.86465,Private room,37,200,2,91,78
17888337,Queens,40.75901,-73.81461,Private room,47,200,2,103,172
24247367,Queens,40.70058,-73.91061,Private room,50,201,2,61,5
29041626,Queens,40.74459,-73.91167,Private room,90,201,2,3,174
16325899,Queens,40.76582,-73.87153,Private room,45,202,2,348,148
16475570,Queens,40.76383,-73.87337,Private room,40,203,2,282,0
26455688,Queens,40.75523,-73.91297,Private room,59,204,2,49,158
13936825,Queens,40.73096,-73.84924,Private room,125,205,2,21,171
16026815,Queens,40.75559,-73.9208,Private room,95,206,2,70,130
27695485,Queens,40.75398,-73.90084,Private room,58,209,2,51,122
6768399,Queens,40.75443,-73.80787,Private room,48,211,2,54,123
23251417,Queens,40.77202,-73.91292,Private room,60,211,2,39,128
23495421,Queens,40.68936,-73.84114,Private room,60,212,2,45,133
18268446,Queens,40.78162,-73.91765,Private room,55,213,2,5,168
6680201,Queens,40.75394,-73.80538,Private room,45,214,2,196,0
6812061,Queens,40.73878,-73.89423,Private room,65,214,2,101,243
18613981,Queens,40.74218,-73.82833,Private room,36,215,2,129,81
20194791,Queens,40.73676,-73.92756,Private room,65,216,2,81,134
12622845,Queens,40.74431,-73.92024,Private room,75,221,2,119,0
27523125,Queens,40.69783,-73.85221,Private room,78,237,2,83,161
19046687,Queens,40.74286,-73.95417,Private room,61,238,2,132,92
14404240,Queens,40.71741,-73.8333,Private room,58,239,2,81,0
30063499,Queens,40.76068,-73.82233,Private room,66,239,2,43,300
25829582,Queens,40.72691,-73.85478,Private room,38,260,2,43,2
29359092,Queens,40.74133,-73.88345,Private room,41,261,2,78,49
4359756,Queens,40.75259,-73.94104,Private room,97,275,2,19,89
18962916,Queens,40.65283,-73.73887,Private room,38,275,2,64,94
28225706,Queens,40.75598,-73.8837,Private room,60,275,2,5,177
14499377,Queens,40.69654,-73.74893,Private room,68,276,2,70,81
12026418,Queens,40.72526,-73.85973,Private room,70,276,2,42,89
22416923,Queens,40.70478,-73.91179,Private room,60,278,2,23,64
18722146,Queens,40.75865,-73.91737,Private room,150,278,2,2,87
21165138,Queens,40.75806,-73.83042,Private room,65,280,2,27,62
4873690,Queens,40.74282,-73.94994,Private room,82,281,2,127,17
22923314,Queens,40.72454,-73.84103,Private room,78,281,2,5,33
23076745,Queens,40.68728,-73.82875,Private room,75,283,2,1,0
24413589,Queens,40.75558,-73.93643,Private room,75,285,2,91,12
28400092,Queens,40.77882,-73.90935,Private room,74,285,2,6,84
21191862,Queens,40.77317,-73.82405,Private room,200,288,2,13,66
18914656,Queens,40.7547,-73.81238,Private room,66,288,2,64,73
21358406,Queens,40.77221,-73.82401,Private room,80,288,2,36,79
22786489,Queens,40.77253,-73.82467,Private room,140,289,2,14,66
21230280,Queens,40.77241,-73.82388,Private room,45,290,2,24,66
29966514,Queens,40.68706,-73.8645,Private room,45,291,2,8,62
24917792,Queens,40.76323,-73.83028,Private room,45,292,2,50,69
23026309,Queens,40.74208,-73.92414,Private room,50,293,2,68,52
14469621,Queens,40.77063,-73.8098,Private room,75,295,2,92,85
1767037,Queens,40.68968,-73.85219,Private room,29,300,2,417,0
28412322,Queens,40.68588,-73.76315,Private room,60,301,2,46,65
23253216,Queens,40.70991,-73.91832,Private room,30,301,2,32,68
19387438,Queens,40.73832,-73.90669,Private room,45,304,2,54,169
28565170,Queens,40.74909,-73.90915,Private room,35,305,2,40,0
26078971,Queens,40.75654,-73.94232,Private room,65,311,2,62,62
28865651,Queens,40.74315,-73.91567,Private room,125,312,2,7,48
22631779,Queens,40.77317,-73.91508,Private room,55,316,2,68,54
22190231,Queens,40.73094,-73.90131,Private room,59,338,2,13,0
15855156,Queens,40.75927,-73.9092,Private room,55,339,2,104,27
4195677,Queens,40.74944,-73.91361,Private room,50,343,2,86,61
30398077,Queens,40.7686,-73.91354,Private room,120,345,2,4,0
12681868,Queens,40.77008,-73.92878,Private room,58,354,2,73,0
30069635,Queens,40.76589,-73.92259,Private room,150,357,2,4,0
30017676,Queens,40.76531,-73.8138,Private room,43,359,2,6,0
25951465,Queens,40.71106,-73.78393,Private room,59,359,2,10,0
23433996,Queens,40.76451,-73.91182,Private room,100,360,2,28,0
21055192,Queens,40.77429,-73.92123,Private room,90,361,2,11,77
28254842,Queens,40.77033,-73.91008,Private room,50,362,2,5,0
14237397,Queens,40.7591,-73.9278,Private room,49,362,2,127,0
15301517,Queens,40.75786,-73.92808,Private room,49,362,2,126,37
29821998,Queens,40.74836,-73.93833,Private room,95,363,2,3,0
28021392,Queens,40.69548,-73.77436,Private room,65,364,2,1,0
21458865,Red Hook,40.67634,-74.00293,Private room,69,283,2,40,88
11961053,Red Hook,40.67849,-74.01178,Private room,85,296,2,89,47
28641288,Rego Park,40.73137,-73.87193,Private room,69,334,2,3,0
29706277,Rego Park,40.71639,-73.85799,Private room,55,358,2,17,0
5309959,Richmond Hill,40.69509,-73.83203,Private room,50,0,2,22,364
23281484,Richmond Hill,40.70736,-73.8332,Private room,60,5,2,1,293
6576336,Richmond Hill,40.6904,-73.83727,Private room,70,18,2,118,342
14808890,Richmond Hill,40.69416,-73.84698,Private room,47,205,2,32,170
20755975,Richmond Hill,40.70305,-73.82687,Private room,55,279,2,10,89
24006208,Richmond Hill,40.71295,-73.82867,Private room,50,280,2,38,326
21358930,Richmond Hill,40.6868,-73.82896,Private room,83,336,2,18,0
2372740,Ridgewood,40.70375,-73.9094,Private room,45,4,2,29,0
1025001,Ridgewood,40.70538,-73.89448,Private room,75,7,2,140,342
5406167,Ridgewood,40.70696,-73.91155,Private room,49,52,2,55,253
12173205,Ridgewood,40.70724,-73.91228,Private room,80,55,2,197,308
28306885,Ridgewood,40.71246,-73.88784,Private room,70,146,2,6,154
24754245,Ridgewood,40.70125,-73.91051,Private room,42,165,2,54,6
19227560,Ridgewood,40.69578,-73.90261,Private room,100,194,2,57,178
21513143,Ridgewood,40.70341,-73.89624,Private room,48,197,2,43,157
25545177,Ridgewood,40.7054,-73.90233,Private room,100,219,2,17,86
24634657,Ridgewood,40.70055,-73.91013,Private room,45,230,2,61,4
22274932,Ridgewood,40.71261,-73.91429,Private room,80,288,2,54,71
15665485,Ridgewood,40.69692,-73.90008,Private room,64,324,2,11,2
29945283,Ridgewood,40.70356,-73.90241,Private room,75,332,2,3,77
30531695,Ridgewood,40.70383,-73.91171,Private room,60,356,2,2,0
2008227,Riverdale,40.90804,-73.90005,Private room,69,33,2,154,340
10985093,Roosevelt Island,40.76366,-73.9479,Private room,79,16,2,36,340
7093920,Roosevelt Island,40.76193,-73.94933,Private room,83,186,2,199,226
18076816,Roosevelt Island,40.76213,-73.94971,Private room,100,299,2,105,153
15114512,Sheepshead Bay,40.60892,-73.96221,Private room,64,190,2,20,171
13295693,Sheepshead Bay,40.59621,-73.95767,Private room,51,293,2,94,51
16780398,Sheepshead Bay,40.59338,-73.9579,Private room,50,299,2,97,0
15529937,Sheepshead Bay,40.60983,-73.95887,Private room,39,302,2,36,100
14838808,Soho,40.72198,-74.00296,Private room,129,8,2,38,70
21056487,Soho,40.7228,-73.99799,Private room,99,198,2,41,64
11535506,Soho,40.72705,-74.00314,Private room,190,208,2,60,138
1630572,Soho,40.72391,-73.99879,Private room,194,209,2,154,336
17136721,Soho,40.72576,-74.00266,Private room,80,281,2,159,51
29037141,Soundview,40.83144,-73.86639,Private room,38,12,2,11,0
2435198,Soundview,40.82528,-73.86004,Private room,50,220,2,39,206
28101926,Soundview,40.80644,-73.8518,Private room,48,362,2,56,0
20941915,St. George,40.64123,-74.08169,Private room,85,2,2,3,364
21901025,St. George,40.64537,-74.08381,Private room,100,47,2,84,0
2889387,St. George,40.6427,-74.08001,Private room,95,72,2,257,0
14414440,Stapleton,40.62536,-74.07696,Private room,35,197,2,46,178
9882254,Staten Island,40.63516,-74.07735,Private room,52,17,2,148,334
20210285,Staten Island,40.63291,-74.11749,Private room,45,20,2,26,218
18896540,Staten Island,40.63452,-74.11707,Private room,49,42,2,54,339
16289973,Staten Island,40.63302,-74.11396,Private room,55,50,2,75,363
19786757,Staten Island,40.63291,-74.11777,Private room,89,61,2,5,248
27203413,Staten Island,40.63813,-74.0929,Private room,115,115,2,63,143
20676841,Staten Island,40.61353,-74.06724,Private room,50,118,2,111,336
20476779,Staten Island,40.64262,-74.08066,Private room,68,283,2,34,89
27910595,Staten Island,40.63068,-74.15521,Private room,40,299,2,111,67
3743048,Staten Island,40.64408,-74.07834,Private room,56,300,2,103,307
28431734,Staten Island,40.54312,-74.17388,Private room,41,304,2,7,0
13222140,Staten Island,40.63342,-74.08249,Private room,72,343,2,25,21
15081440,Staten Island,40.63215,-74.11403,Private room,69,350,2,61,357
15482966,Sunnyside,40.74693,-73.91896,Private room,74,1,2,16,355
12681206,Sunnyside,40.73944,-73.92687,Private room,82,13,2,61,339
21703746,Sunnyside,40.74706,-73.91831,Private room,70,17,2,43,0
21219737,Sunnyside,40.73554,-73.91858,Private room,60,186,2,2,170
22250050,Sunnyside,40.73679,-73.92561,Private room,50,186,2,2,179
22389035,Sunnyside,40.73874,-73.92961,Private room,74,291,2,64,4
28355651,Sunnyside,40.74403,-73.92147,Private room,65,295,2,67,0
14351733,Sunnyside,40.74611,-73.91295,Private room,60,306,2,15,0
2267177,Sunset Park,40.655,-74.00676,Private room,48,83,2,224,0
26785149,Sunset Park,40.641,-74.00925,Private room,68,99,2,18,266
26784218,Sunset Park,40.64165,-74.00922,Private room,39,105,2,8,226
26785267,Sunset Park,40.64101,-74.01049,Private room,57,145,2,27,254
27927147,Sunset Park,40.64614,-74.0064,Private room,50,349,2,18,3
24122725,The Bronx,40.86286,-73.9024,Private room,35,0,2,30,342
2223628,The Bronx,40.86467,-73.90125,Private room,75,0,2,11,361
29034190,The Bronx,40.87072,-73.89974,Private room,70,0,2,1,365
4093399,The Bronx,40.88009,-73.83442,Private room,70,2,2,45,354
1798500,The Bronx,40.86317,-73.82494,Private room,70,2,2,33,355
25480539,The Bronx,40.83464,-73.92505,Private room,70,3,2,2,362
20232745,The Bronx,40.85634,-73.86633,Private room,45,4,2,21,279
21609824,The Bronx,40.83079,-73.8815,Private room,50,5,2,11,155
12132772,The Bronx,40.81928,-73.90933,Private room,60,6,2,47,338
26518547,The Bronx,40.81225,-73.85502,Private room,80,13,2,4,365
14301951,The Bronx,40.81998,-73.90325,Private room,75,15,2,124,357
4296710,The Bronx,40.86809,-73.90201,Private room,37,17,2,79,334
15754561,The Bronx,40.82006,-73.90332,Private room,80,17,2,95,351
20773149,The Bronx,40.84103,-73.92701,Private room,42,21,2,86,337
22260561,The Bronx,40.86674,-73.89284,Private room,30,22,2,2,27
3730612,The Bronx,40.87281,-73.82766,Private room,65,28,2,15,311
19999527,The Bronx,40.83384,-73.8863,Private room,65,29,2,110,339
20772071,The Bronx,40.84101,-73.92626,Private room,53,34,2,84,332
20773084,The Bronx,40.84184,-73.92535,Private room,42,37,2,106,0
858695,The Bronx,40.84058,-73.91382,Private room,30,56,2,313,271
4462008,The Bronx,40.86814,-73.85874,Private room,47,57,2,104,326
23712143,The Bronx,40.82434,-73.91377,Private room,40,81,2,108,249
27366041,The Bronx,40.86299,-73.89088,Private room,75,107,2,21,261
8988451,The Bronx,40.82705,-73.91337,Private room,95,192,2,6,173
24512493,The Bronx,40.84368,-73.84886,Private room,65,193,2,22,170
21266924,The Bronx,40.8459,-73.91558,Private room,77,194,2,38,79
3429765,The Bronx,40.86689,-73.85776,Private room,47,200,2,81,350
12134113,The Bronx,40.81911,-73.90939,Private room,60,201,2,90,165
18375815,The Bronx,40.84647,-73.89299,Private room,38,202,2,37,339
13326731,The Bronx,40.80872,-73.93051,Private room,49,207,2,69,159
20333471,The Bronx,40.83296,-73.88668,Private room,55,211,2,72,155
20395608,The Bronx,40.83243,-73.88608,Private room,65,213,2,75,161
21369232,The Bronx,40.82407,-73.8614,Private room,49,247,2,31,82
8402207,The Bronx,40.82939,-73.86514,Private room,28,264,2,118,66
28464767,The Bronx,40.83088,-73.86492,Private room,42,274,2,39,70
20230613,The Bronx,40.84813,-73.83084,Private room,85,282,2,2,0
27921952,The Bronx,40.88563,-73.85975,Private room,50,284,2,41,0
27852017,The Bronx,40.84633,-73.83029,Private room,80,284,2,42,66
29117643,The Bronx,40.85765,-73.90351,Private room,48,300,2,26,50
25082230,The Bronx,40.83022,-73.83286,Private room,90,300,2,3,64
24421357,The Bronx,40.83139,-73.90166,Private room,23,304,2,30,77
14917765,The Bronx,40.86932,-73.90057,Private room,33,304,2,60,78
23513769,The Bronx,40.83452,-73.93143,Private room,80,313,2,34,47
4032229,The Bronx,40.85696,-73.91439,Private room,47,330,2,130,71
5354796,The Bronx,40.85535,-73.91388,Private room,57,332,2,114,67
18402568,The Bronx,40.83081,-73.87587,Private room,45,335,2,88,59
21156632,The Bronx,40.83439,-73.8585,Private room,147,348,2,9,16
14724479,The Bronx,40.89581,-73.89778,Private room,59,362,2,7,0
15259634,The Bronx,40.90175,-73.89761,Private room,77,362,2,9,0
11668469,The Rockaways,40.58587,-73.81652,Private room,85,0,2,15,364
3652230,The Rockaways,40.5903,-73.8143,Private room,113,0,2,39,365
20679072,The Rockaways,40.59754,-73.79949,Private room,50,15,2,76,343
20678858,The Rockaways,40.59736,-73.80029,Private room,35,17,2,87,0
27225643,The Rockaways,40.58511,-73.81757,Private room,53,23,2,10,362
19812097,The Rockaways,40.5991,-73.79944,Private room,50,38,2,31,0
4387007,The Rockaways,40.57321,-73.85769,Private room,110,55,2,1,0
19547213,The Rockaways,40.59046,-73.81481,Private room,150,185,2,34,180
26805586,The Rockaways,40.60644,-73.76089,Private room,120,203,2,7,178
16244553,The Rockaways,40.58873,-73.79573,Private room,85,281,2,109,0
1684053,The Rockaways,40.59684,-73.79449,Private room,35,295,2,228,24
18359426,The Rockaways,40.58938,-73.79447,Private room,48,330,2,70,79
1080766,Times Square/Theatre District,40.75964,-73.98534,Private room,185,206,2,259,156
21535963,Times Square/Theatre District,40.76163,-73.98023,Private room,999,364,2,7,1
9695052,Tompkinsville,40.63573,-74.0772,Private room,48,18,2,131,333
9767864,Tompkinsville,40.63661,-74.07868,Private room,40,19,2,173,0
22545840,Tremont,40.85419,-73.89827,Private room,40,297,2,38,4
23307503,Tremont,40.85655,-73.90377,Private room,73,321,2,45,55
2848235,University Heights,40.85711,-73.91594,Private room,44,321,2,146,79
18377036,University Heights,40.85487,-73.91391,Private room,53,330,2,66,83
19570996,Upper East Side,40.78281,-73.95301,Private room,104,7,2,1,361
16412823,Upper East Side,40.77547,-73.9623,Private room,105,11,2,46,0
10101765,Upper East Side,40.76256,-73.9632,Private room,99,13,2,140,172
26668018,Upper East Side,40.78352,-73.95275,Private room,120,24,2,74,346
17713865,Upper East Side,40.76578,-73.95443,Private room,150,25,2,78,350
4483117,Upper East Side,40.77473,-73.94859,Private room,75,33,2,13,198
1380326,Upper East Side,40.76723,-73.9551,Private room,111,39,2,89,316
20524177,Upper East Side,40.76834,-73.95647,Private room,85,45,2,13,343
1645772,Upper East Side,40.77118,-73.9527,Private room,150,46,2,128,332
3698111,Upper East Side,40.77579,-73.9557,Private room,87,199,2,67,133
24730752,Upper East Side,40.78237,-73.95226,Private room,90,200,2,48,0
29856590,Upper East Side,40.77143,-73.94893,Private room,90,245,2,34,141
17533091,Upper East Side,40.78025,-73.94802,Private room,99,284,2,178,94
28409473,Upper East Side,40.77016,-73.95632,Private room,159,288,2,52,77
17808917,Upper East Side,40.77666,-73.95618,Private room,105,335,2,8,0
24287826,Upper East Side,40.77768,-73.94951,Private room,100,335,2,48,29
15876032,Upper East Side,40.7844,-73.94856,Private room,65,354,2,43,0
30354291,Upper East Side,40.78353,-73.94592,Private room,90,357,2,1,0
4423650,Upper West Side,40.79913,-73.95932,Private room,97,17,2,126,358
7519160,Upper West Side,40.77778,-73.9781,Private room,150,25,2,202,305
7330488,Upper West Side,40.80243,-73.9706,Private room,100,31,2,33,0
855549,Upper West Side,40.79279,-73.97131,Private room,88,81,2,119,91
1255828,Upper West Side,40.78323,-73.98105,Private room,95,98,2,210,236
18342361,Upper West Side,40.78975,-73.97154,Private room,260,110,2,97,292
25679709,Upper West Side,40.79556,-73.96209,Private room,98,129,2,75,296
25679101,Upper West Side,40.79613,-73.96468,Private room,97,163,2,79,323
1983466,Upper West Side,40.80168,-73.96253,Private room,87,209,2,288,0
27194554,Upper West Side,40.80279,-73.96325,Private room,60,221,2,88,136
21026558,Upper West Side,40.78628,-73.97482,Private room,250,223,2,7,157
6628193,Upper West Side,40.78602,-73.97729,Private room,98,227,2,144,261
846871,Upper West Side,40.78429,-73.97815,Private room,131,261,2,232,16
15100256,Upper West Side,40.78492,-73.97992,Private room,110,286,2,48,60
24493940,Upper West Side,40.79591,-73.96204,Private room,90,290,2,11,175
29962534,Upper West Side,40.79659,-73.96244,Private room,50,295,2,55,81
4860430,Upper West Side,40.78866,-73.96908,Private room,90,300,2,170,0
8204305,Upper West Side,40.77354,-73.98462,Private room,92,302,2,24,0
747316,Upper West Side,40.79965,-73.96052,Private room,85,311,2,66,66
28125509,Upper West Side,40.79103,-73.97632,Private room,79,319,2,85,81
17843168,Upper West Side,40.77048,-73.98252,Private room,200,328,2,11,0
30087397,Upper West Side,40.80052,-73.9706,Private room,100,331,2,11,0
23859194,Upper West Side,40.79806,-73.97416,Private room,80,334,2,34,164
13586426,Upper West Side,40.80056,-73.96035,Private room,85,362,2,31,33
21568341,Utopia,40.73858,-73.80809,Private room,70,0,2,6,364
28642074,Wakefield,40.8878,-73.85372,Private room,47,24,2,23,360
20659193,Wakefield,40.88701,-73.86052,Private room,35,193,2,17,169
3005261,Washington Heights,40.85719,-73.93573,Private room,185,0,2,34,365
1431246,Washington Heights,40.86457,-73.92749,Private room,100,1,2,7,187
1708771,Washington Heights,40.85287,-73.93794,Private room,80,6,2,32,329
9542259,Washington Heights,40.85256,-73.93598,Private room,50,6,2,112,336
13193534,Washington Heights,40.85981,-73.92835,Private room,40,15,2,92,76
22160759,Washington Heights,40.83515,-73.94226,Private room,50,18,2,82,0
785508,Washington Heights,40.84448,-73.93978,Private room,85,18,2,222,79
27204768,Washington Heights,40.85045,-73.93493,Private room,75,18,2,31,356
12749156,Washington Heights,40.84848,-73.9343,Private room,75,23,2,197,0
18766576,Washington Heights,40.85391,-73.93649,Private room,50,24,2,26,324
5642982,Washington Heights,40.83481,-73.94317,Private room,82,28,2,16,288
2332284,Washington Heights,40.84966,-73.93945,Private room,55,35,2,89,0
26303788,Washington Heights,40.84911,-73.93097,Private room,59,48,2,10,186
6561509,Washington Heights,40.85133,-73.93844,Private room,80,53,2,20,230
21640455,Washington Heights,40.83878,-73.94731,Private room,75,72,2,97,266
3678990,Washington Heights,40.84686,-73.94181,Private room,70,72,2,291,293
2870840,Washington Heights,40.85084,-73.94125,Private room,72,87,2,69,352
5500740,Washington Heights,40.83551,-73.94232,Private room,79,102,2,19,262
18410445,Washington Heights,40.84745,-73.94116,Private room,100,104,2,125,217
15114935,Washington Heights,40.83839,-73.93819,Private room,99,189,2,12,167
2430828,Washington Heights,40.83358,-73.94462,Private room,112,199,2,31,151
26000019,Washington Heights,40.83799,-73.94036,Private room,50,200,2,62,0
8845805,Washington Heights,40.84444,-73.9399,Private room,95,202,2,40,171
14914048,Washington Heights,40.83503,-73.94166,Private room,60,245,2,90,166
15303092,Washington Heights,40.85679,-73.932,Private room,60,257,2,71,78
4759361,Washington Heights,40.83779,-73.94328,Private room,70,294,2,273,0
11080142,Washington Heights,40.84393,-73.94065,Private room,83,299,2,154,56
19893872,Washington Heights,40.8445,-73.9404,Private room,99,355,2,29,0
8152916,Washington Heights,40.84457,-73.93526,Private room,75,361,2,153,0
17735156,West Brighton,40.63116,-74.12278,Private room,49,24,2,54,338
17735639,West Brighton,40.63149,-74.12393,Private room,49,26,2,43,352
17955761,West Brighton,40.63168,-74.12316,Private room,89,31,2,14,187
9837051,West Village,40.73056,-74.01002,Private room,85,209,2,77,151
4745879,West Village,40.7325,-74.00453,Private room,145,280,2,111,108
4455094,West Village,40.73014,-74.00754,Private room,159,319,2,180,66
29151631,Whitestone,40.77971,-73.77857,Private room,40,186,2,9,175
18550111,Williamsburg,40.71493,-73.94861,Private room,75,7,2,6,334
26939323,Williamsburg,40.7076,-73.93426,Private room,67,9,2,57,350
850148,Williamsburg,40.7106,-73.96532,Private room,85,14,2,38,342
2487851,Williamsburg,40.71072,-73.96143,Private room,90,15,2,155,342
26869803,Williamsburg,40.7116,-73.95606,Private room,100,18,2,58,342
26985201,Williamsburg,40.71153,-73.96453,Private room,110,19,2,69,349
26869767,Williamsburg,40.71216,-73.95683,Private room,115,24,2,76,1
16534337,Williamsburg,40.71348,-73.93748,Private room,85,24,2,22,187
15004091,Williamsburg,40.7065,-73.95568,Private room,60,28,2,91,159
6225974,Williamsburg,40.714,-73.96253,Private room,71,29,2,177,328
29755285,Williamsburg,40.71198,-73.96458,Private room,85,30,2,3,43
4832126,Williamsburg,40.71895,-73.95604,Private room,73,30,2,45,324
765315,Williamsburg,40.71203,-73.95993,Private room,115,38,2,91,289
9990560,Williamsburg,40.70852,-73.94387,Private room,90,40,2,56,345
2175827,Williamsburg,40.71354,-73.96183,Private room,75,42,2,195,142
24230182,Williamsburg,40.70111,-73.94471,Private room,75,46,2,49,312
29964510,Williamsburg,40.71101,-73.93613,Private room,105,71,2,2,298
12037967,Williamsburg,40.70766,-73.95216,Private room,59,75,2,155,246
27782948,Williamsburg,40.7098,-73.9418,Private room,66,112,2,19,230
27784090,Williamsburg,40.70936,-73.9437,Private room,75,112,2,16,260
22446479,Williamsburg,40.72064,-73.96022,Private room,55,120,2,67,153
27783586,Williamsburg,40.70755,-73.94377,Private room,65,120,2,48,192
