id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,availability_2020
2595,Midtown,40.75362,-73.98377,Entire home/apt,225,15,10,48,1
3831,Brooklyn,40.68514,-73.95976,Entire home/apt,89,188,1,295,1
5099,Manhattan,40.74767,-73.975,Entire home/apt,200,362,3,78,19
5121,Bedford-Stuyvesant,40.68688,-73.95596,Private room,60,0,29,49,365
5178,Manhattan,40.76489,-73.98493,Private room,79,141,2,454,242
5238,Lower East Side,40.71344,-73.99037,Entire home/apt,150,86,1,161,1
5441,Manhattan,40.76076,-73.98867,Private room,85,323,3,204,10
5803,Park Slope,40.66829,-73.98779,Private room,89,12,4,175,0
6090,Manhattan,40.7353,-74.00525,Entire home/apt,120,226,180,27,271
6848,Williamsburg,40.70837,-73.95352,Entire home/apt,140,319,2,170,0
7097,Brooklyn,40.69169,-73.97185,Entire home/apt,199,15,1,215,0
7726,Brooklyn,40.67592,-73.94694,Entire home/apt,99,172,3,75,63
7801,Brooklyn,40.71842,-73.95718,Entire home/apt,299,14,3,9,1
8024,Park Slope,40.68069,-73.97706,Private room,115,4,1,143,0
8025,Brooklyn,40.67989,-73.97798,Private room,80,4,1,41,150
8110,Brooklyn,40.68001,-73.97865,Private room,32,15,2,77,0
8490,Brooklyn,40.68371,-73.94028,Entire home/apt,120,63,2,105,296
8505,Brooklyn,40.65599,-73.97519,Private room,60,289,1,23,78
9518,Manhattan,40.86482,-73.92106,Private room,44,12,3,114,353
9657,East Village,40.7292,-73.98542,Entire home/apt,180,30,10,33,86
9668,Harlem,40.82245,-73.95104,Private room,50,17,3,256,361
9704,Harlem,40.81305,-73.95466,Private room,52,145,2,97,326
9783,Hamilton Heights,40.8213,-73.95318,Private room,50,13,3,286,1
10452,Brooklyn,40.6831,-73.95473,Private room,70,115,1,75,251
10962,Brooklyn,40.66869,-73.9878,Private room,89,26,4,177,349
11708,Bushwick,40.70186,-73.92745,Entire home/apt,85,301,2,253,43
12048,Lower East Side,40.71401,-73.98917,Shared room,40,76,1,219,0
12192,Alphabet City,40.7229,-73.98199,Private room,68,297,2,258,62
12318,Manhattan,40.79009,-73.97927,Private room,135,93,4,89,287
12343,Manhattan,40.81175,-73.94478,Entire home/apt,150,91,7,106,1
12627,Flatbush,40.65944,-73.96238,Entire home/apt,150,211,29,12,61
12937,Long Island City,40.74771,-73.9474,Private room,130,97,2,269,189
12940,Clinton Hill,40.68111,-73.95591,Entire home/apt,110,301,7,64,339
13050,Brooklyn,40.68554,-73.9409,Entire home/apt,120,268,3,12,0
13394,Fort Greene,40.69142,-73.97376,Private room,80,28,3,142,281
13808,Bedford-Stuyvesant,40.68043,-73.93934,Private room,80,172,1,135,223
14287,Upper West Side,40.78635,-73.97008,Entire home/apt,151,60,3,86,56
14290,Williamsburg,40.7042,-73.9356,Entire home/apt,228,205,3,88,170
14314,Greenpoint,40.73506,-73.95392,Entire home/apt,149,133,2,366,269
14322,Kips Bay,40.73961,-73.98074,Entire home/apt,200,137,7,19,324
14377,Williamsburg,40.70881,-73.9593,Entire home/apt,150,360,30,111,0
14468,Manhattan,40.74354,-73.98122,Private room,85,90,3,20,310
14991,Manhattan,40.72004,-73.99104,Private room,110,13,5,19,323
15220,Hell's Kitchen,40.75531,-73.99293,Private room,69,89,2,311,1
15338,Brooklyn,40.72401,-73.93788,Private room,49,24,4,146,353
15341,Manhattan,40.7221,-73.99775,Entire home/apt,180,267,14,25,11
15385,Williamsburg,40.71185,-73.96204,Private room,90,33,2,46,221
15729,Brooklyn,40.67695,-74.01121,Private room,89,26,12,25,1
16326,Brooklyn,40.67811,-73.96428,Entire home/apt,200,182,30,147,335
16338,Clinton Hill,40.69,-73.96788,Private room,45,85,7,27,240
16421,Midtown,40.75979,-73.99119,Private room,52,142,30,193,235
16580,East Village,40.72649,-73.97904,Private room,80,242,1,379,136
16595,Brooklyn,40.70933,-73.96792,Entire home/apt,250,3,1,163,363
16821,Alphabet City,40.72298,-73.98474,Private room,99,18,1,113,356
16974,East Harlem,40.80164,-73.93922,Entire home/apt,225,155,4,206,0
17092,Hell's Kitchen,40.76342,-73.98865,Private room,51,121,5,27,116
17693,Manhattan,40.83139,-73.94095,Private room,65,29,2,59,358
17747,Clinton Hill,40.68346,-73.96374,Private room,105,115,2,124,0
18127,Manhattan,40.72828,-73.98801,Entire home/apt,170,113,5,21,333
18195,Queens,40.7459,-73.90764,Private room,90,55,7,20,143
18590,Fort Greene,40.6932,-73.97267,Private room,95,219,3,150,0
18728,Meatpacking District,40.74138,-74.00197,Private room,150,74,4,180,296
18764,Williamsburg,40.71154,-73.96112,Private room,145,54,3,63,324
19159,Harlem,40.82915,-73.95136,Entire home/apt,110,65,31,55,190
19169,Lower East Side,40.71851,-73.98892,Entire home/apt,285,111,5,76,1
19282,Flatbush,40.65401,-73.96323,Entire home/apt,130,362,6,17,94
19601,Brooklyn Heights,40.69723,-73.99268,Entire home/apt,2000,211,1,25,93
19812,Brooklyn,40.71833,-73.95748,Entire home/apt,105,62,3,61,295
20299,Manhattan,40.72334,-73.9844,Private room,60,300,3,208,67
20611,Brooklyn,40.71156,-73.96218,Private room,85,40,3,190,1
20717,Prospect Heights,40.67832,-73.97243,Private room,85,11,1,32,331
20724,Bushwick,40.70032,-73.9383,Private room,65,29,5,30,280
20734,Brooklyn,40.68233,-73.97261,Entire home/apt,135,312,3,186,0
20755,Clinton Hill,40.68634,-73.966,Private room,98,25,7,18,342
20853,Brooklyn,40.68035,-73.97162,Entire home/apt,250,311,21,23,158
21293,Brooklyn,40.70093,-73.92609,Entire home/apt,105,302,3,131,0
21456,Upper West Side,40.79764,-73.96177,Entire home/apt,140,117,30,82,320
21644,Manhattan,40.82803,-73.94731,Private room,89,0,1,3,365
21794,Chelsea,40.74008,-74.00271,Private room,111,6,7,35,343
22911,Bedford-Stuyvesant,40.68413,-73.92357,Entire home/apt,125,115,7,139,230
23135,Carroll Gardens,40.67967,-74.00154,Entire home/apt,175,7,2,254,348
23686,West Village,40.73096,-74.00319,Entire home/apt,500,118,5,48,253
24143,Brooklyn,40.71332,-73.94177,Private room,101,46,3,344,153
24285,Brooklyn,40.66941,-73.98109,Entire home/apt,220,44,30,88,9
25235,Bedford-Stuyvesant,40.68373,-73.92377,Entire home/apt,125,138,5,167,1
25406,Williamsburg,40.71459,-73.94844,Entire home/apt,80,7,30,29,0
25696,Manhattan,40.8092,-73.94421,Private room,100,30,2,188,343
26012,Gowanus,40.68157,-73.98989,Entire home/apt,200,323,30,20,64
26362,Midtown,40.75527,-73.99291,Private room,59,59,2,357,310
26520,Brooklyn,40.68698,-73.96572,Private room,125,84,2,26,352
26559,Manhattan,40.7288,-73.98192,Entire home/apt,140,50,7,12,157
26785,Park Slope,40.66853,-73.98912,Entire home/apt,120,57,30,469,0
26969,Williamsburg,40.71942,-73.95748,Entire home/apt,325,266,3,341,154
27385,East Village,40.72555,-73.97965,Entire home/apt,225,47,1,123,340
27531,Park Slope,40.66831,-73.98604,Private room,99,294,2,360,0
27644,Hamilton Heights,40.82754,-73.94919,Entire home/apt,170,13,2,207,348
27659,Brooklyn,40.66499,-73.97925,Entire home/apt,400,45,2,16,331
27759,Manhattan,40.77842,-73.97556,Entire home/apt,170,275,7,18,97
28321,Lefferts Garden,40.65593,-73.96053,Private room,75,4,2,9,355
28907,Manhattan,40.778,-73.94822,Entire home/apt,150,364,5,21,1
29013,Bedford-Stuyvesant,40.68332,-73.9547,Private room,70,73,3,63,260
29455,Manhattan,40.81618,-73.94894,Entire home/apt,120,75,30,162,296
29628,Brooklyn,40.68414,-73.96351,Private room,89,38,3,276,306
31130,Manhattan,40.76754,-73.98399,Private room,130,24,30,60,318
31902,Flatlands,40.63188,-73.93248,Private room,77,187,2,4,178
31994,Clinton Hill,40.6873,-73.9634,Private room,76,53,2,442,0
32023,Brooklyn,40.68296,-73.93662,Entire home/apt,125,142,3,253,239
32037,Brooklyn,40.6863,-73.96765,Private room,135,4,4,90,356
32100,Greenpoint,40.73409,-73.95348,Entire home/apt,250,302,29,3,156
32289,Brooklyn,40.71561,-73.94835,Entire home/apt,199,165,3,10,30
32329,Manhattan,40.72895,-73.98377,Entire home/apt,160,13,14,3,349
32363,Kew Garden Hills,40.74028,-73.83168,Private room,140,242,2,1,63
32965,Bedford-Stuyvesant,40.68281,-73.93524,Entire home/apt,115,132,3,136,225
32969,Brooklyn,40.71596,-73.93938,Entire home/apt,160,31,3,11,206
33009,Brooklyn,40.71492,-73.95935,Entire home/apt,195,26,4,249,290
33223,Williamsburg,40.71165,-73.96087,Private room,80,40,3,213,316
34760,Fort Greene,40.69101,-73.97312,Private room,44,51,8,28,0
36121,Brooklyn,40.67386,-73.96641,Private room,85,140,15,9,349
36442,Brooklyn,40.6741,-73.96595,Entire home/apt,115,47,15,4,307
36647,Harlem,40.79295,-73.93997,Private room,69,177,2,34,0
36703,Manhattan,40.73226,-74.00401,Entire home/apt,225,6,45,135,350
36934,Brooklyn,40.71363,-73.96398,Entire home/apt,125,116,6,27,324
38638,Manhattan,40.77711,-73.9527,Entire home/apt,219,51,4,132,216
38663,Brooklyn,40.68559,-73.98094,Entire home/apt,475,28,3,23,195
39267,Upper East Side,40.77456,-73.95323,Entire home/apt,99,148,1,252,158
39282,Brooklyn,40.71088,-73.95055,Private room,69,210,4,211,70
39572,Hell's Kitchen,40.76233,-73.98854,Private room,119,13,3,44,307
39593,Sunnyside,40.74559,-73.92313,Private room,79,361,30,28,105
39704,Bedford-Stuyvesant,40.68306,-73.94659,Entire home/apt,135,355,2,334,2
40039,DUMBO,40.70207,-73.98571,Private room,250,41,3,14,333
41348,Gowanus,40.66858,-73.99083,Entire home/apt,250,161,2,150,1
42580,Brooklyn,40.68843,-73.96408,Private room,70,16,2,317,0
42729,Carroll Gardens,40.6783,-74.00135,Entire home/apt,165,16,2,167,363
42882,Staten Island,40.64524,-74.08088,Private room,70,46,2,173,323
43957,Bushwick,40.70641,-73.91765,Private room,50,302,2,71,52
44096,Highbridge,40.83232,-73.93184,Private room,45,7,1,262,351
44161,Brooklyn,40.71045,-73.9677,Entire home/apt,150,60,2,193,1
44212,East Village,40.72518,-73.98034,Private room,125,36,1,94,346
44229,Fort Greene,40.69098,-73.97113,Private room,110,14,2,228,353
44288,West Village,40.73756,-74.00405,Entire home/apt,170,57,3,88,340
44506,Manhattan,40.81526,-73.94791,Entire home/apt,165,107,30,91,209
45393,Manhattan,40.73423,-74.0046,Entire home/apt,150,348,26,38,303
45542,Manhattan,40.82374,-73.9373,Entire home/apt,100,362,2,18,0
45556,Fort Greene,40.68863,-73.97691,Private room,65,197,2,241,0
45910,Ridgewood,40.70382,-73.89797,Entire home/apt,350,0,4,13,365
45936,Manhattan,40.80549,-73.95924,Private room,99,21,4,126,357
45940,Brooklyn,40.71627,-73.9587,Entire home/apt,200,3,1,35,13
46544,Brooklyn,40.67994,-73.97863,Entire home/apt,150,297,4,55,32
46723,Brooklyn,40.67992,-73.9475,Private room,90,6,3,130,362
46911,Brooklyn,40.67868,-73.97307,Private room,120,159,3,51,197
47199,Manhattan,40.76834,-73.95334,Private room,75,28,3,219,344
47362,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,0,26,30,365
48719,Lower East Side,40.71882,-73.98852,Entire home/apt,299,301,30,116,10
50447,Brooklyn,40.6693,-73.98804,Entire home/apt,135,228,5,162,177
51572,Chelsea,40.74859,-73.99671,Private room,123,23,1,391,0
51850,Jamaica,40.67252,-73.76597,Private room,55,29,2,53,307
53137,Manhattan,40.76244,-73.99271,Entire home/apt,195,145,5,10,1
53469,Queens,40.71722,-73.87856,Entire home/apt,98,0,7,33,321
53470,Queens,40.70234,-73.89816,Private room,160,0,4,6,365
53477,Middle Village,40.71546,-73.87854,Entire home/apt,265,0,7,39,365
54453,Manhattan,40.76548,-73.98474,Shared room,105,2,6,10,363
54508,Prospect Heights,40.6787,-73.97262,Private room,100,124,2,284,1
54544,Manhattan,40.81035,-73.94598,Entire home/apt,121,43,1,119,329
54626,Highbridge,40.83075,-73.93058,Private room,50,8,1,173,0
54860,East Harlem,40.79958,-73.94275,Private room,100,141,5,223,206
55467,Williamsburg,40.71625,-73.93845,Entire home/apt,140,257,2,273,112
55668,Manhattan,40.72773,-73.99134,Private room,130,284,2,115,63
55959,Williamsburg,40.70979,-73.95162,Private room,69,196,4,86,67
55982,Fort Greene,40.68656,-73.97525,Private room,68,361,3,37,0
56467,East Village,40.72752,-73.98432,Entire home/apt,130,197,1,223,98
56859,Harlem,40.81219,-73.94499,Private room,64,22,1,203,328
57297,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,11,2,234,340
57468,Manhattan,40.72821,-73.98701,Entire home/apt,189,333,3,205,0
57618,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,333,3,101,0
57740,Manhattan,40.73012,-73.99053,Entire home/apt,239,13,4,7,353
57754,Manhattan,40.7403,-73.98498,Entire home/apt,305,49,2,114,314
58059,Harlem,40.8251,-73.94287,Private room,60,178,1,491,286
58062,Park Slope,40.6585,-73.98397,Private room,135,150,2,23,226
58467,Roosevelt Island,40.76193,-73.9501,Private room,120,7,7,21,307
59014,Manhattan,40.72052,-73.98589,Entire home/apt,150,27,3,50,264
59121,Queens,40.70411,-73.89934,Entire home/apt,145,0,4,2,358
59855,Manhattan,40.7589,-73.96991,Entire home/apt,250,207,30,82,0
60164,Soho,40.72003,-74.00262,Entire home/apt,500,235,4,103,354
60611,East Harlem,40.79163,-73.94573,Entire home/apt,130,14,28,187,1
60666,Harlem,40.8118,-73.94434,Private room,92,22,1,205,325
60673,Manhattan,40.81583,-73.94707,Private room,175,0,2,3,365
60680,Manhattan,40.72654,-73.98049,Entire home/apt,99,16,4,144,330
60948,East Harlem,40.80942,-73.93936,Entire home/apt,140,130,30,147,225
61492,Lower East Side,40.71445,-73.9908,Private room,125,14,4,178,350
62427,Manhattan,40.7268,-73.99079,Entire home/apt,135,361,4,60,11
62430,Brooklyn,40.688,-73.9171,Entire home/apt,99,289,3,123,34
62452,Staten Island,40.63536,-74.08537,Private room,38,23,2,204,0
62461,West Brighton,40.63627,-74.08543,Private room,38,40,2,155,354
62465,East Village,40.72763,-73.9835,Private room,129,11,5,86,348
62787,West Brighton,40.63518,-74.08546,Private room,37,31,2,190,348
62891,Alphabet City,40.72477,-73.98161,Entire home/apt,175,36,3,194,257
62903,Chelsea,40.74238,-73.99567,Entire home/apt,205,313,6,66,79
62925,Greenpoint,40.72945,-73.95511,Entire home/apt,285,19,3,126,339
63299,Brooklyn,40.70763,-73.95177,Private room,59,344,2,205,35
63320,Staten Island,40.63481,-74.08519,Private room,38,25,2,386,347
63360,Queens,40.75384,-73.91433,Entire home/apt,99,34,5,457,315
63546,Brooklyn,40.64106,-73.97426,Private room,39,0,1,46,365
63610,Eastchester,40.88057,-73.83572,Entire home/apt,105,19,2,41,347
63657,Brooklyn,40.68236,-73.94314,Entire home/apt,135,342,2,266,3
63719,Brooklyn,40.68503,-73.95385,Private room,70,57,3,37,216
64000,Williamsburg,40.7069,-73.95467,Private room,60,1,29,14,1
64107,Brooklyn,40.6778,-73.94339,Private room,100,13,3,304,354
64277,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,27,4,18,364
64314,Crown Heights,40.6761,-73.9529,Private room,110,0,6,109,365
64365,Brooklyn,40.67586,-73.95155,Private room,60,29,2,241,332
64837,East Village,40.72321,-73.98157,Private room,68,303,2,211,21
65268,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,230,5,64,218
65562,East Village,40.72956,-73.98158,Entire home/apt,129,27,7,5,219
65615,Williamsburg,40.71069,-73.95175,Entire home/apt,130,295,10,53,33
65660,Williamsburg,40.70863,-73.94641,Entire home/apt,95,284,4,149,74
65813,Hamilton Heights,40.82888,-73.94307,Private room,75,7,3,20,337
65834,Brooklyn,40.67319,-73.97323,Entire home/apt,175,264,2,11,7
66008,Brooklyn,40.67846,-73.99443,Entire home/apt,190,20,3,59,322
66251,Manhattan,40.72681,-73.98534,Entire home/apt,212,308,3,81,71
66275,Lower East Side,40.71904,-73.99392,Private room,95,27,1,130,340
66718,Harlem,40.81322,-73.95306,Entire home/apt,135,167,6,200,1
66741,Park Slope,40.67732,-73.98225,Entire home/apt,150,64,2,238,0
66974,Brooklyn,40.68076,-73.9896,Entire home/apt,190,77,3,76,327
67288,Harlem,40.79603,-73.94903,Entire home/apt,124,70,28,25,137
67299,Williamsburg,40.71492,-73.96282,Entire home/apt,135,282,30,58,85
67397,Morningside Heights,40.80393,-73.95838,Private room,122,25,3,109,0
68099,Manhattan,40.80082,-73.9652,Private room,109,18,1,112,365
68403,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,297,3,140,73
68735,Manhattan,40.78971,-73.9729,Entire home/apt,195,41,11,32,318
68765,Brooklyn,40.67817,-73.99495,Entire home/apt,250,120,2,126,0
68974,Chinatown,40.71943,-73.99627,Entire home/apt,575,41,2,209,329
69894,Manhattan,40.78,-73.98249,Entire home/apt,150,335,30,49,0
70095,Manhattan,40.86713,-73.92811,Private room,90,216,2,129,0
70128,Manhattan,40.73198,-73.98881,Private room,65,248,31,53,0
70279,Red Hook,40.67714,-74.0113,Entire home/apt,185,3,14,64,364
70609,East Village,40.72542,-73.97986,Entire home/apt,500,47,2,53,1
71010,Manhattan,40.83494,-73.93869,Entire home/apt,265,12,3,34,328
71248,Manhattan,40.71659,-73.98945,Entire home/apt,125,198,25,46,93
71366,Manhattan,40.72966,-74.00243,Entire home/apt,200,159,30,41,94
71812,Kingsbridge Heights,40.87207,-73.90193,Entire home/apt,92,210,8,6,186
72190,Upper West Side,40.77728,-73.97818,Entire home/apt,110,314,13,38,0
72265,Greenpoint,40.72646,-73.95341,Private room,59,304,3,32,73
74073,Brooklyn,40.71015,-73.96101,Entire home/apt,195,305,3,81,136
74240,Brooklyn,40.71903,-73.9597,Entire home/apt,169,115,1,69,82
74680,Queens,40.77635,-73.93426,Entire home/apt,115,41,2,219,0
75193,Brooklyn,40.71398,-73.95763,Private room,69,317,2,244,0
75635,Lower East Side,40.71876,-73.98394,Entire home/apt,150,174,3,311,1
76761,Park Slope,40.66552,-73.99019,Entire home/apt,169,211,2,420,0
77765,Brooklyn,40.73749,-73.95292,Hotel room,179,9,3,38,19
77936,Manhattan,40.76248,-73.9913,Private room,150,296,3,46,150
79782,Williamsburg,40.70495,-73.95436,Private room,120,10,20,80,265
80493,East Village,40.72329,-73.98486,Private room,75,139,2,192,327
80684,Greenpoint,40.73776,-73.95327,Hotel room,349,9,3,8,17
80700,Greenpoint,40.73738,-73.95482,Private room,349,6,3,7,22
80924,Brooklyn,40.67542,-73.98142,Entire home/apt,165,84,30,35,291
81739,Brooklyn,40.73842,-73.95312,Private room,249,9,3,2,22
82550,Brooklyn,40.69441,-73.99771,Entire home/apt,200,245,3,90,88
82638,Alphabet City,40.72399,-73.98374,Entire home/apt,169,55,3,258,321
82928,Brooklyn,40.6824,-73.94615,Entire home/apt,185,26,3,66,300
83446,Brooklyn,40.68819,-73.97258,Entire home/apt,130,257,35,6,0
83847,Alphabet City,40.72451,-73.98094,Entire home/apt,225,358,2,36,72
84010,Brooklyn,40.73813,-73.95394,Hotel room,179,9,3,16,22
84659,East Village,40.72843,-73.98895,Entire home/apt,159,314,1,416,200
84905,Manhattan,40.71271,-73.99776,Private room,95,290,3,239,69
85094,Crown Heights,40.66966,-73.94735,Entire home/apt,79,219,15,12,150
86215,Lower East Side,40.71965,-73.98766,Entire home/apt,199,200,2,162,137
87279,Manhattan,40.80783,-73.93878,Private room,69,18,1,127,356
89621,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,13,3,234,354
93313,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,51,2,88,312
94035,Queens,40.75961,-73.91117,Private room,80,15,1,48,356
94477,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,92,2,395,157
94783,Brooklyn,40.67174,-73.95663,Entire home/apt,120,20,5,108,337
95747,Williamsburg,40.71055,-73.95098,Entire home/apt,140,27,7,13,63
95883,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,361,5,5,157
96471,Clinton Hill,40.68413,-73.96542,Private room,165,4,4,12,356
98663,Manhattan,40.74893,-73.99544,Entire home/apt,130,146,30,19,0
99070,Harlem,40.79406,-73.94102,Shared room,65,203,7,133,146
100002,Manhattan,40.85295,-73.93361,Private room,67,21,2,148,0
100186,Gowanus,40.66918,-73.99187,Entire home/apt,130,176,5,100,61
100368,Manhattan,40.7395,-74.00123,Entire home/apt,279,56,31,32,95
101053,Brooklyn,40.71125,-73.95613,Entire home/apt,100,356,5,33,10
102995,Upper West Side,40.78558,-73.9696,Entire home/apt,212,342,21,45,3
103161,Brooklyn,40.71577,-73.96053,Entire home/apt,250,3,3,132,343
103311,Brooklyn,40.73861,-73.95485,Private room,599,9,3,9,0
103806,Manhattan,40.72577,-73.98745,Entire home/apt,249,14,5,171,356
105469,The Rockaways,40.58615,-73.81245,Private room,70,2,3,14,364
105510,Brooklyn,40.67086,-73.94872,Entire home/apt,100,30,30,16,365
106363,Manhattan,40.82773,-73.95231,Private room,60,101,3,404,1
106647,Clinton Hill,40.68505,-73.95684,Entire home/apt,135,177,2,94,6
107630,Brooklyn,40.72911,-73.95493,Entire home/apt,175,23,3,263,0
107895,Upper West Side,40.77944,-73.98567,Entire home/apt,120,232,5,55,117
112359,Upper East Side,40.78491,-73.9508,Entire home/apt,225,75,2,58,337
112435,Fort Greene,40.69088,-73.97307,Private room,95,15,2,172,335
113265,Crown Heights,40.67555,-73.95057,Private room,55,62,2,265,0
114229,Lower East Side,40.71895,-73.99434,Entire home/apt,211,0,1,67,1
114969,Midtown East,40.75579,-73.96699,Entire home/apt,145,355,6,39,0
115535,Harlem,40.82399,-73.95328,Private room,65,54,14,37,252
115678,Harlem,40.81822,-73.94095,Entire home/apt,99,85,1,340,284
116940,Brooklyn,40.67705,-73.94925,Entire home/apt,80,18,3,241,0
117425,Brooklyn,40.69263,-73.99438,Entire home/apt,175,9,14,95,278
118061,Brooklyn,40.68448,-73.92747,Entire home/apt,102,52,4,79,326
121687,Brooklyn,40.72063,-73.95952,Entire home/apt,200,354,2,50,42
121861,Brooklyn,40.67644,-73.98082,Entire home/apt,165,269,2,23,16
123784,Harlem,40.80481,-73.94794,Entire home/apt,110,25,2,159,347
125053,East Village,40.72533,-73.99143,Entire home/apt,395,202,2,79,150
125163,Brooklyn,40.68569,-73.93038,Private room,99,42,2,38,357
125594,Brooklyn,40.64302,-73.97255,Private room,39,6,1,85,365
126443,East Village,40.72939,-73.98857,Entire home/apt,189,50,2,432,201
127387,Gowanus,40.66862,-73.9926,Entire home/apt,260,207,30,3,314
128975,Manhattan,40.81333,-73.94453,Entire home/apt,122,45,1,122,344
130439,Hamilton Heights,40.82907,-73.94446,Private room,59,77,1,7,350
131154,Greenpoint,40.72473,-73.95199,Entire home/apt,165,249,2,191,0
132516,Forest Hills,40.70925,-73.85262,Entire home/apt,97,126,3,31,185
132570,Manhattan,40.73215,-74.00922,Entire home/apt,170,221,4,24,0
132661,Hell's Kitchen,40.75505,-73.99187,Private room,76,343,12,71,19
133025,Midtown East,40.7463,-73.97926,Private room,130,202,4,118,82
134934,Williamsburg,40.71823,-73.95849,Entire home/apt,225,328,7,26,129
135393,Brooklyn,40.651,-73.94886,Private room,50,213,2,282,154
135465,Fort Greene,40.68626,-73.97598,Entire home/apt,170,53,3,98,160
139624,Crown Heights,40.67456,-73.95151,Entire home/apt,64,310,21,74,52
140133,Brooklyn,40.71363,-73.96019,Entire home/apt,249,18,3,166,225
140973,Manhattan,40.72274,-73.97581,Entire home/apt,185,22,2,75,0
141154,Brooklyn,40.6858,-73.9828,Entire home/apt,110,179,3,251,256
141335,Brooklyn,40.67535,-73.97654,Entire home/apt,650,7,1,35,355
141984,Manhattan,40.72094,-73.99706,Entire home/apt,175,55,3,72,332
144087,Manhattan,40.80473,-73.9532,Entire home/apt,259,8,8,20,365
148259,Williamsburg,40.71541,-73.94144,Entire home/apt,451,6,2,78,358
148825,Manhattan,40.79765,-73.96245,Entire home/apt,150,93,2,208,317
149777,The Bronx,40.89747,-73.8639,Entire home/apt,69,28,1,219,344
150804,Manhattan,40.72008,-73.98404,Entire home/apt,250,362,4,26,89
151199,Queens,40.75725,-73.91098,Private room,129,40,2,443,0
151478,Brooklyn,40.7102,-73.94495,Private room,98,246,2,8,97
152259,Harlem,40.81156,-73.94571,Private room,55,18,3,122,337
152263,Manhattan,40.80497,-73.95016,Entire home/apt,300,37,2,222,288
153405,Greenpoint,40.72937,-73.95671,Entire home/apt,125,311,2,120,8
153780,East Village,40.72587,-73.98438,Private room,175,70,3,182,314
154934,Harlem,40.82426,-73.9463,Private room,75,0,7,38,339
157673,Brooklyn,40.68101,-73.94081,Entire home/apt,72,102,31,88,116
158061,Brooklyn,40.68669,-73.91989,Private room,165,26,1,27,365
158176,Brooklyn,40.71534,-73.95914,Entire home/apt,140,356,5,124,0
158955,Williamsburg,40.70867,-73.94284,Entire home/apt,139,137,2,408,266
159749,Brooklyn,40.67963,-73.93908,Private room,88,115,1,72,252
159815,Brooklyn,40.6798,-73.93908,Private room,80,108,1,46,326
159913,Manhattan,40.74346,-73.99882,Private room,150,16,2,47,344
160994,Alphabet City,40.72972,-73.97995,Entire home/apt,200,26,2,113,97
161996,Harlem,40.83096,-73.94633,Entire home/apt,295,41,3,240,299
162493,Williamsburg,40.71323,-73.95745,Entire home/apt,450,364,3,37,2
162508,Crown Heights,40.67212,-73.9506,Entire home/apt,130,228,7,31,4
163809,Harlem,40.80523,-73.95139,Entire home/apt,198,141,5,48,108
163814,Manhattan,40.72636,-73.98917,Entire home/apt,99,14,2,306,295
164989,Manhattan,40.72351,-73.99683,Private room,140,166,1,75,0
165080,Brooklyn,40.6809,-73.99233,Entire home/apt,500,364,7,7,0
165461,Morningside Heights,40.80525,-73.95916,Private room,75,150,5,60,313
166541,Washington Heights,40.84468,-73.94303,Private room,75,31,2,37,318
168084,Manhattan,40.72578,-73.97879,Entire home/apt,190,329,3,167,0
168123,Brooklyn,40.66085,-73.98537,Entire home/apt,105,272,28,106,0
170761,Brooklyn,40.68768,-73.97611,Private room,85,187,2,47,0
172499,Upper East Side,40.77938,-73.94874,Entire home/apt,250,20,365,26,0
173072,Harlem,40.80827,-73.95329,Shared room,49,97,3,186,345
173151,Brooklyn,40.72901,-73.95812,Private room,91,56,3,255,0
173742,Manhattan,40.73476,-73.98452,Entire home/apt,400,31,2,110,332
174527,Bushwick,40.69055,-73.92357,Entire home/apt,150,273,2,11,32
174966,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,1,30,30,1
176135,Brooklyn,40.67505,-73.95969,Entire home/apt,97,173,3,33,270
176653,East Village,40.72974,-73.98201,Private room,100,361,4,51,21
177421,Greenpoint,40.72315,-73.95226,Entire home/apt,500,121,2,24,58
177606,Kips Bay,40.74112,-73.97686,Entire home/apt,189,11,6,101,341
179670,Lower East Side,40.72019,-73.98217,Private room,130,4,3,111,355
180507,Queens,40.75744,-73.92163,Entire home/apt,300,0,30,21,279
180792,Astoria,40.75695,-73.9202,Entire home/apt,220,29,30,25,357
181972,Manhattan,40.8296,-73.94651,Entire home/apt,199,336,2,126,44
182069,Harlem,40.79056,-73.9468,Entire home/apt,120,88,4,102,333
182177,Baychester,40.86466,-73.85709,Entire home/apt,125,22,2,295,270
182649,Brooklyn,40.71312,-73.96199,Private room,70,293,2,254,50
187566,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,39,2,209,314
188661,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,120,3,67,0
